date,sp500_ret,vix,unrate
2018-01-31,0.020188683190177255,13.161095427996777,3.9593529452344836
2018-02-28,-0.01341068105944257,16.492009886187773,3.9385850822254995
2018-03-31,0.02460736677281572,16.266435562529587,3.907980242272509
2018-04-30,0.07022995542846427,17.819247323948144,3.9009406979516896
2018-05-31,0.00018854788231081887,16.000604116536145,3.954239709491072
2018-06-30,-0.043898632392181905,17.53760994174154,3.962092137863339
2018-07-31,-0.03078501626549049,18.77559374235836,3.954160396011405
2018-08-31,-0.03543471995923378,17.13964185832079,3.902377708370114
2018-09-30,-0.02810676625940533,18.82936417920476,3.818643561134896
2018-10-31,-0.05422852336234853,16.668633077678862,3.7943281656812298
2018-11-30,-0.01105260436783538,17.260116180125152,3.7916390381403136
2018-12-31,0.02805907304932255,17.13372817327584,3.8800355338193078
2019-01-31,0.03870030095177119,15.336212989298964,3.886549259892952
2019-02-28,0.0917899492304925,18.456926017949044,3.935686235444105
2019-03-31,0.11849032292057432,16.230452964809526,3.9107214555171477
2019-04-30,0.09211862440524479,16.820404669767242,3.8514742671962963
2019-05-31,0.11486865576854474,17.333311197719254,3.8032184290846778
2019-06-30,0.08451335173538478,16.803263754163456,3.76695712585789
2019-07-31,0.1276513637876757,16.754130242125175,3.8733806124796484
2019-08-31,0.13365432734822558,14.727814873595644,3.832311278518429
2019-09-30,0.13425983280641515,13.581699487285237,3.874235738705246
2019-10-31,0.1150226510302575,13.788213895118343,3.829089379800895
2019-11-30,0.1719243045772187,10.121499986318906,3.875668030444607
2019-12-31,0.17374312529446662,10.19213892660327,3.8949155787499
2020-01-31,0.16461001240794232,10.084193289367409,3.8870836838669955
2020-02-29,0.15852467038841314,10.441248523080516,3.885045557560224
2020-03-31,0.1878170378105471,13.012504949634588,3.8523061727887544
2020-04-30,0.21043480038511023,10.256451536284587,3.8746097828628585
2020-05-31,0.23494410484894976,11.246810140627435,3.8518606088458194
2020-06-30,0.2601769449692651,14.620371167771673,3.7905803206574573
2020-07-31,0.3538428490040835,11.410699233887732,3.7266834419414763
2020-08-31,0.3455862483486989,13.779296466491985,3.735312837827582
2020-09-30,0.33309653918583737,10.692776465277506,3.8142674006481037
2020-10-31,0.3085456300559223,12.472503907553564,3.822266981326776
2020-11-30,0.3411848069589421,11.36536116494591,3.8163350650212817
2020-12-31,0.39434369866777774,13.017437129323643,3.830626372001409
2021-01-31,0.39778580036158273,15.842369780318013,3.89592645908675
2021-02-28,0.36789382699736733,11.425165087006041,3.9068955841549426
2021-03-31,0.33862886408400344,16.476371173881088,3.886349222613256
2021-04-30,0.3683668613112772,16.80654545464229,3.9416636581162505
2021-05-31,0.4018113138737006,15.848439494605785,3.963101480039331
2021-06-30,0.4272517703201941,14.819181691469272,4.039889279639131
2021-07-31,0.404345667742932,18.486647383012677,4.049051001500226
2021-08-31,0.4173464063798865,17.859871649807847,3.987827549914201
2021-09-30,0.42572812445980135,19.896414460137255,3.9194195899519175
2021-10-31,0.43818995404324756,19.914847078513958,4.00196598656348
2021-11-30,0.47676139087546093,23.436795429315236,4.088149272602645
2021-12-31,0.48941949854073397,20.03493495358233,4.079173311938515
2022-01-31,0.5202903267778956,18.66393689748356,4.060013945881716
2022-02-28,0.5267077752717368,21.184512978090208,4.133086160493826
2022-03-31,0.5419868369336218,21.30187569222761,4.077733876391651
2022-04-30,0.5709526516814492,23.542407916922773,4.03299752544386
2022-05-31,0.5163807046015082,22.390018994311202,4.065163865178312
2022-06-30,0.507308141661502,21.272138928962494,4.0454336090353324
2022-07-31,0.49220752120407585,23.277246952450106,4.045177515699329
2022-08-31,0.470366692988628,17.731095638200994,4.0370053707731035
2022-09-30,0.4630752886538463,18.56587721259332,4.05388409821305
2022-10-31,0.5265872268175079,17.721394755803523,4.124258191278736
2022-11-30,0.4956682679040638,18.530341502868943,4.128787436623823
2022-12-31,0.5381136878020089,16.311918518218352,4.160984376287666
2023-01-31,0.4745131826516623,20.123952846674985,4.0584757712361155
2023-02-28,0.464832067166517,18.24279594591468,4.05603985113961
2023-03-31,0.47505647548500296,15.635395707182155,4.013878337624965
2023-04-30,0.5022196544536599,16.50118312909848,3.9529376846037843
2023-05-31,0.5343830033596597,19.187840424386067,3.9090300662573467
2023-06-30,0.5698311784819424,20.344221224360567,3.892323894222306
2023-07-31,0.5595964613062907,22.85063402087432,3.938119021340107
2023-08-31,0.5448166753139937,24.95724111481344,3.8717993854531287
2023-09-30,0.5828499962785656,20.312605699791252,3.8733309600828494
2023-10-31,0.5789121089975867,17.937424378728128,3.8491224884161706
2023-11-30,0.5315989417783556,16.157907471256184,3.8327388336980723
2023-12-31,0.4899817389325021,21.528033345774134,3.8828767249633027
